tracker_id,scope_type,category_title,domain,experience_bucket,semantic_family,source_candidate,source_indicator,common_year,country_coverage,integrity,user_note,requested_action,research_status,implementation_status,final_disposition,blocker_or_reason,source_url,validation_requirements,generation_priority_candidate,definition,unit,measurement_type,ranking_direction,raw_or_derived,tie_handling,source_type,source_hierarchy_tier,source_license,provenance_snapshot,comparison_year_policy,denominator_basis,currency_price_basis,geography_scope,entity_definition,uncertainty_handling,common_year_gate,coverage_gate,unit_comparability_gate,source_identity_gate,understandability_score,interest_score,uniqueness_score,player_quality_status,generation_priority_final,activation_gate,final_notes
family:unicef:minimum-diet-diversity,new_source_family_candidate,Highest minimum dietary-diversity rate among young children,Children & Families,People & Society,Children & families,UNICEF Data Warehouse,source-family rule minimum-diet-diversity; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 60; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://data.unicef.org/open-data/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,standard,Highest minimum dietary-diversity rate among young children using UNICEF's internationally harmonized national indicator definition.,% of children age 6–23 months,percentage,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,CC BY 3.0 IGO | https://creativecommons.org/licenses/by/3.0/igo/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,95,90,95,eligible_for_activation_review,standard,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:unicef:minimum-acceptable-diet,new_source_family_candidate,Highest minimum acceptable-diet rate among young children,Children & Families,People & Society,Children & families,UNICEF Data Warehouse,source-family rule minimum-acceptable-diet; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 55; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://data.unicef.org/open-data/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,standard,Highest minimum acceptable-diet rate among young children using UNICEF's internationally harmonized national indicator definition.,% of children age 6–23 months,percentage,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,CC BY 3.0 IGO | https://creativecommons.org/licenses/by/3.0/igo/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,94,89,94,eligible_for_activation_review,standard,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:unicef:vitamin-a,new_source_family_candidate,Highest vitamin A supplementation coverage,Children & Families,People & Society,Children & families,UNICEF Data Warehouse,source-family rule vitamin-a; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 80; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,hold_for_individual_editorial_review,"Authoritative source-family importer exists. This row is not playable until exact source identity, common-year/eligible-universe coverage, comparability, player-quality, board-feasibility and release-verifier gates all pass.",https://data.unicef.org/open-data/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,standard,Highest vitamin A supplementation coverage using UNICEF's internationally harmonized national indicator definition.,% of target-age children,percentage,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,CC BY 3.0 IGO | https://creativecommons.org/licenses/by/3.0/igo/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,94,88,94,resolved_not_playable_v16_2_6,standard,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:unicef:ors-diarrhea,new_source_family_candidate,Highest oral-rehydration-treatment rate for childhood diarrhea,Children & Families,People & Society,Children & families,UNICEF Data Warehouse,source-family rule ors-diarrhea; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 65; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,hold_for_individual_editorial_review,"Authoritative source-family importer exists. This row is not playable until exact source identity, common-year/eligible-universe coverage, comparability, player-quality, board-feasibility and release-verifier gates all pass.",https://data.unicef.org/open-data/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,standard,Highest oral-rehydration-treatment rate for childhood diarrhea using UNICEF's internationally harmonized national indicator definition.,% of children under 5 with diarrhea,percentage,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,CC BY 3.0 IGO | https://creativecommons.org/licenses/by/3.0/igo/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,94,87,94,resolved_not_playable_v16_2_6,standard,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:unicef:care-pneumonia,new_source_family_candidate,Highest care-seeking rate for childhood pneumonia symptoms,Children & Families,People & Society,Children & families,UNICEF Data Warehouse,source-family rule care-pneumonia; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 60; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,hold_for_individual_editorial_review,"Authoritative source-family importer exists. This row is not playable until exact source identity, common-year/eligible-universe coverage, comparability, player-quality, board-feasibility and release-verifier gates all pass.",https://data.unicef.org/open-data/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,standard,Highest care-seeking rate for childhood pneumonia symptoms using UNICEF's internationally harmonized national indicator definition.,% of children under 5 with symptoms,percentage,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,CC BY 3.0 IGO | https://creativecommons.org/licenses/by/3.0/igo/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,94,87,94,resolved_not_playable_v16_2_6,standard,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:undphdi:hdi,new_source_family_candidate,Highest Human Development Index,Human Development,People & Society,Human development & inequality,UNDP Human Development Reports Data Center,source-family rule hdi; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 170; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://hdr.undp.org/data-center/documentation-and-downloads,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Highest Human Development Index using the UNDP Human Development Reports globally comparable country dataset.,HDI (0-1),index,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,CC BY 3.0 IGO | https://creativecommons.org/licenses/by/3.0/igo/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,100,99,100,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:undphdi:ihdi,new_source_family_candidate,Highest inequality-adjusted Human Development Index,Human Development,People & Society,Human development & inequality,UNDP Human Development Reports Data Center,source-family rule ihdi; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 140; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://hdr.undp.org/data-center/documentation-and-downloads,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Highest inequality-adjusted Human Development Index using the UNDP Human Development Reports globally comparable country dataset.,IHDI (0-1),index,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,CC BY 3.0 IGO | https://creativecommons.org/licenses/by/3.0/igo/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,97,96,97,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:undphdi:hdi-inequality-loss,new_source_family_candidate,Largest human-development loss to inequality,Human Development,People & Society,Human development & inequality,UNDP Human Development Reports Data Center,source-family rule hdi-inequality-loss; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 130; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://hdr.undp.org/data-center/documentation-and-downloads,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Largest human-development loss to inequality using the UNDP Human Development Reports globally comparable country dataset.,% loss,percentage,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,CC BY 3.0 IGO | https://creativecommons.org/licenses/by/3.0/igo/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,97,94,97,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:undphdi:human-inequality-coefficient,new_source_family_candidate,Highest coefficient of human inequality,Human Development,People & Society,Human development & inequality,UNDP Human Development Reports Data Center,source-family rule human-inequality-coefficient; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 125; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,hold_for_individual_editorial_review,"Authoritative source-family importer exists. This row is not playable until exact source identity, common-year/eligible-universe coverage, comparability, player-quality, board-feasibility and release-verifier gates all pass.",https://hdr.undp.org/data-center/documentation-and-downloads,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Highest coefficient of human inequality using the UNDP Human Development Reports globally comparable country dataset.,%,percentage,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,CC BY 3.0 IGO | https://creativecommons.org/licenses/by/3.0/igo/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,93,90,93,resolved_not_playable_v16_2_6,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:undphdi:life-expectancy-inequality,new_source_family_candidate,Highest inequality in life expectancy,Human Development,People & Society,Human development & inequality,UNDP Human Development Reports Data Center,source-family rule life-expectancy-inequality; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 125; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://hdr.undp.org/data-center/documentation-and-downloads,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Highest inequality in life expectancy using the UNDP Human Development Reports globally comparable country dataset.,%,percentage,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,CC BY 3.0 IGO | https://creativecommons.org/licenses/by/3.0/igo/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,96,92,96,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:undphdi:education-inequality,new_source_family_candidate,Highest inequality in education,Human Development,People & Society,Human development & inequality,UNDP Human Development Reports Data Center,source-family rule education-inequality; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 120; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://hdr.undp.org/data-center/documentation-and-downloads,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Highest inequality in education using the UNDP Human Development Reports globally comparable country dataset.,%,percentage,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,CC BY 3.0 IGO | https://creativecommons.org/licenses/by/3.0/igo/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,96,92,96,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:undphdi:income-inequality,new_source_family_candidate,Highest inequality in income,Human Development,People & Society,Human development & inequality,UNDP Human Development Reports Data Center,source-family rule income-inequality; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 120; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://hdr.undp.org/data-center/documentation-and-downloads,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Highest inequality in income using the UNDP Human Development Reports globally comparable country dataset.,%,percentage,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,CC BY 3.0 IGO | https://creativecommons.org/licenses/by/3.0/igo/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,96,93,96,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
