source_organization,source_indicator_code,category_id,original_title,decision,player_title,reason,concept_group,recognizability_score,specificity_score
FAOSTAT,QCL:'01444:5510,,Largest Sesame seed production,approved,Largest sesame seeds production,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-01444-production,92.0,92.0
FAOSTAT,QCL:'01215:5510,,Largest Spinach production,excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01344.02:5510,,Largest Cherries production,approved,Largest cherries production,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-01344-02-production,92.0,92.0
FAOSTAT,QCL:'01343:5412,,Highest Apricots yield,approved,Highest apricot yield,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-01343-yield,92.0,92.0
FAOSTAT,QCL:'01344.02:5312,,Largest Cherries harvested area,excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'01702:5412,,"Highest Broad beans and horse beans, dry yield",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'0116:5312,,Largest Rye harvested area,excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'0116:5510,,Largest Rye production,excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01801:5312,,Largest Sugar beet harvested area,excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'01801:5510,,Largest Sugar beet production,approved,Largest sugar beets production,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-01801-production,92.0,92.0
UN Comtrade,0901,,Largest coffee exports,approved,Largest coffee exports,Retained after full editorial review; quality and provenance gates still apply.,,,
FAOSTAT,QCL:'2162:5510,,Largest Groundnut oil production,excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'2168:5510,,Largest Cottonseed oil production,excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'24212.02:5510,,Largest Wine production,approved,Largest wine production,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-24212-02-production,92.0,92.0
FAOSTAT,QCL:'21122:5510,,"Largest Meat of ducks, fresh or chilled production",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'21122:5321,,"Most Meat of ducks, fresh or chilled producing animals",excluded,,Technical animal-input count removed.,,,
FAOSTAT,QCL:'0118:5412,,Highest Millet yield,approved,Highest millet yield,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-0118-yield,92.0,92.0
FAOSTAT,QCL:'01449.90:5312,,"Largest Other oil seeds, n.e.c. harvested area",excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'02941:5510,,"Largest Shorn wool, greasy, including fleece-washed shorn wool production",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01444:5412,,Highest Sesame seed yield,approved,Highest sesame seeds yield,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-01444-yield,92.0,92.0
FAOSTAT,QCL:'01444:5312,,Largest Sesame seed harvested area,excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'21122:5424,,"Highest Meat of ducks, fresh or chilled yield",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01317:5412,,Highest Papayas yield,excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01317:5312,,Largest Papayas harvested area,excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'01215:5312,,Largest Spinach harvested area,excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'01702:5312,,"Largest Broad beans and horse beans, dry harvested area",excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'01702:5510,,"Largest Broad beans and horse beans, dry production",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01376:5312,,"Largest Walnuts, in shell harvested area",excluded,,Harvested-area variant removed in favor of production or yield.,,,
World Bank,EG.ELC.ACCS.ZS,,Highest electricity access,approved,Highest electricity access,Retained after full editorial review; quality and provenance gates still apply.,,,
UN Comtrade,1006,,Largest rice exports,approved,Largest rice exports,Retained after full editorial review; quality and provenance gates still apply.,,,
World Bank,MS.MIL.XPND.GD.ZS,,Highest military spending share,approved,Highest military spending share,Retained after full editorial review; quality and provenance gates still apply.,,,
World Bank,EG.USE.ELEC.KH.PC,,Highest electricity use per person,approved,Highest electricity use per person,Retained after full editorial review; quality and provenance gates still apply.,,,
World Bank,EG.USE.PCAP.KG.OE,,Highest energy use per person,approved,Highest energy use per person,Retained after full editorial review; quality and provenance gates still apply.,,,
FAOSTAT,QCL:'02154:5112,,Largest Ducks stocks,approved,Largest duck population,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-02154-stocks,92.0,92.0
FAOSTAT,QCL:'21631.01:5510,,"Largest Sunflower-seed oil, crude production",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01329:5312,,"Largest Other citrus fruit, n.e.c. harvested area",excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'F1816:5510,,Largest Evaporated & Condensed Milk production,excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01329:5510,,"Largest Other citrus fruit, n.e.c. production",excluded,,Obscure or technical commodity definition removed.,,,
FAOSTAT,QCL:'22120:5510,,"Largest Cream, fresh production",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01449.90:5510,,"Largest Other oil seeds, n.e.c. production",excluded,,Obscure or technical commodity definition removed.,,,
FAOSTAT,QCL:'01270:5510,,Largest Mushrooms and truffles production,approved,Largest mushrooms and truffles production,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-01270-production,92.0,92.0
FAOSTAT,QCL:'21159.01:5320,,"Most Edible offals of horses and other equines, fresh, chilled or frozen producing animals",excluded,,Technical animal-input count removed.,,,
FAOSTAT,QCL:'21118.01:5320,,"Most Horse meat, fresh or chilled producing animals",excluded,,Technical animal-input count removed.,,,
FAOSTAT,QCL:'01449.90:5412,,"Highest Other oil seeds, n.e.c. yield",excluded,,Obscure or technical commodity definition removed.,,,
FAOSTAT,QCL:'01243:5510,,"Largest Broad beans and horse beans, green production",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01344.02:5412,,Highest Cherries yield,excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01243:5312,,"Largest Broad beans and horse beans, green harvested area",excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'01199.90:5312,,Largest Cereals n.e.c. harvested area,excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'21124:5510,,"Largest Meat of turkeys, fresh or chilled production",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01376:5510,,"Largest Walnuts, in shell production",approved,Largest walnuts production,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-01376-production,92.0,92.0
WHO,MDG_0000000026,,Lowest maternal mortality,approved,Lowest maternal mortality,Retained after full editorial review; quality and provenance gates still apply.,,,
WHO,PHE_HHAIR_POP_CLEAN_FUELS,,Highest clean-cooking-fuel access,approved,Highest clean-cooking-fuel access,Retained after full editorial review; quality and provenance gates still apply.,,,
UN Comtrade,2204,,Largest wine exports,approved,Largest wine exports,Retained after full editorial review; quality and provenance gates still apply.,,,
FAOSTAT,QCL:'02152:5112,,Largest Turkeys stocks,approved,Largest turkey population,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-02152-stocks,92.0,92.0
FAOSTAT,QCL:'01379.90:5412,,"Highest Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c. yield",excluded,,Obscure or technical commodity definition removed.,,,
FAOSTAT,QCL:'01315:5510,,Largest Figs production,approved,Largest figs production,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-01315-production,92.0,92.0
FAOSTAT,QCL:'01315:5312,,Largest Figs harvested area,excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'01199.90:5510,,Largest Cereals n.e.c. production,excluded,,Obscure or technical commodity definition removed.,,,
FAOSTAT,QCL:'21124:5321,,"Most Meat of turkeys, fresh or chilled producing animals",excluded,,Technical animal-input count removed.,,,
World Bank,ER.H2O.INTR.K3,,Most renewable freshwater,approved,Most renewable freshwater,Retained after full editorial review; quality and provenance gates still apply.,,,
World Bank,IS.AIR.PSGR,,Most airline passengers,approved,Most airline passengers,Retained after full editorial review; quality and provenance gates still apply.,,,
FAOSTAT,QCL:'21521:5510,,"Largest Pig fat, rendered production",excluded,,Obscure or technical commodity definition removed.,,,
FAOSTAT,QCL:'21641.01:5510,,"Largest Rapeseed or canola oil, crude production",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'02133:5111,,Largest Mules and hinnies stocks,excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01699:5412,,"Highest Other stimulant, spice and aromatic crops, n.e.c. yield",excluded,,Obscure or technical commodity definition removed.,,,
FAOSTAT,QCL:'01699:5312,,"Largest Other stimulant, spice and aromatic crops, n.e.c. harvested area",excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'01699:5510,,"Largest Other stimulant, spice and aromatic crops, n.e.c. production",excluded,,Obscure or technical commodity definition removed.,,,
FAOSTAT,QCL:'01371:5312,,"Largest Almonds, in shell harvested area",excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'01371:5510,,"Largest Almonds, in shell production",approved,Largest almonds production,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-01371-production,92.0,92.0
FAOSTAT,QCL:'21124:5424,,"Highest Meat of turkeys, fresh or chilled yield",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'21118.01:5510,,"Largest Horse meat, fresh or chilled production",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'22211:5510,,Largest Whole milk powder production,excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'22212:5510,,Largest Skim milk and whey powder production,excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'02112:5111,,Largest Buffalo stocks,approved,Largest buffalo population,"Recognizable, clear measure, and no stronger duplicate.",faostat-item-02112-stocks,92.0,92.0
FAOSTAT,QCL:'21523:5510,,Largest Tallow production,excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'22222.01:5510,,"Largest Whole milk, condensed production",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'22221.01:5510,,"Largest Whole milk, evaporated production",excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'2166:5510,,Largest Coconut oil production,excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'21691.07:5510,,Largest Oil of sesame seed production,excluded,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",,,
FAOSTAT,QCL:'01199.90:5412,,Highest Cereals n.e.c. yield,excluded,,Obscure or technical commodity definition removed.,,,
FAOSTAT,QCL:'01599.10:5412,,"Highest Edible roots and tubers with high starch or inulin content, n.e.c., fresh yield",excluded,,Obscure or technical commodity definition removed.,,,
FAOSTAT,QCL:'01599.10:5312,,"Largest Edible roots and tubers with high starch or inulin content, n.e.c., fresh harvested area",excluded,,Harvested-area variant removed in favor of production or yield.,,,
FAOSTAT,QCL:'0231:5413,,"Highest Hen eggs in shell, fresh yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'0231:5510,,"Largest Hen eggs in shell, fresh production",excluded,,Curated out: duplicate of the retained hen-eggs production series QCL:'0231:5513.,,,
FAOSTAT,QCL:'02953:5417,,Highest Raw hides and skins of sheep or lambs yield,excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'01801:5412,,Highest Sugar beet yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01355.90:5312,,Largest Other berries and fruits of the genus vaccinium n.e.c. harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01243:5412,,"Highest Broad beans and horse beans, green yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01254:5412,,Highest Leeks and other alliaceous vegetables yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01355.90:5412,,Highest Other berries and fruits of the genus vaccinium n.e.c. yield,excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'02954:5417,,Highest Raw hides and skins of goats or kids yield,excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'01376:5412,,"Highest Walnuts, in shell yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01254:5510,,Largest Leeks and other alliaceous vegetables production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01355.90:5510,,Largest Other berries and fruits of the genus vaccinium n.e.c. production,excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'01353.01:5510,,Largest Raspberries production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01441:5412,,Highest Linseed yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01353.01:5412,,Highest Raspberries yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01191:5412,,Highest Triticale yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01540:5412,,Highest Yams yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01353.01:5312,,Largest Raspberries harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01191:5312,,Largest Triticale harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01652:5412,,"Highest Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01640:5412,,Highest Cocoa beans yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01239.01:5412,,Highest Okra yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01640:5312,,Largest Cocoa beans harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01640:5510,,Largest Cocoa beans production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01254:5312,,Largest Leeks and other alliaceous vegetables harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01441:5312,,Largest Linseed harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01441:5510,,Largest Linseed production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01239.01:5312,,Largest Okra harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01239.01:5510,,Largest Okra production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01450:5312,,Largest Olives harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01344.01:5312,,Largest Sour cherries harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01344.01:5510,,Largest Sour cherries production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01191:5510,,Largest Triticale production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01371:5412,,"Highest Almonds, in shell yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01211:5412,,Highest Asparagus yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01351.01:5412,,Highest Currants yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01315:5412,,Highest Figs yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21118.01:5417,,"Highest Horse meat, fresh or chilled yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01704:5412,,"Highest Lentils, dry yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01620:5412,,Highest Tea leaves yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01355.01:5312,,Largest Blueberries harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01652:5312,,"Largest Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01652:5510,,"Largest Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01313:5510,,Largest Plantains and cooking bananas production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01540:5312,,Largest Yams harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01540:5510,,Largest Yams production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01355.01:5412,,Highest Blueberries yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01703:5412,,"Highest Chick peas, dry yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01657:5412,,"Highest Ginger, raw yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01290.01:5412,,Highest Green corn (maize) yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01253.01:5412,,"Highest Onions and shallots, green yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01313:5412,,Highest Plantains and cooking bananas yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01211:5312,,Largest Asparagus harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01211:5510,,Largest Asparagus production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01355.01:5510,,Largest Blueberries production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'02121.01:5111,,Largest Camels stocks,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01290.01:5312,,Largest Green corn (maize) harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01290.01:5510,,Largest Green corn (maize) production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01704:5312,,"Largest Lentils, dry harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01704:5510,,"Largest Lentils, dry production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01450:5510,,Largest Olives production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01253.01:5312,,"Largest Onions and shallots, green harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01253.01:5510,,"Largest Onions and shallots, green production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01651:5510,,"Largest Pepper (Piper spp.), raw production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01491.01:5412,,Highest Oil palm fruit yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01450:5412,,Highest Olives yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01651:5412,,"Highest Pepper (Piper spp.), raw yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01344.01:5412,,Highest Sour cherries yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01550:5412,,Highest Taro yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01372:5510,,"Largest Cashew nuts, in shell production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01703:5312,,"Largest Chick peas, dry harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01703:5510,,"Largest Chick peas, dry production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01351.01:5312,,Largest Currants harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01351.01:5510,,Largest Currants production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21159.01:5510,,"Largest Edible offals of horses and other equines, fresh, chilled or frozen production",excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'21170.02:5510,,"Largest Game meat, fresh, chilled or frozen production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01657:5312,,"Largest Ginger, raw harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01657:5510,,"Largest Ginger, raw production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01651:5312,,"Largest Pepper (Piper spp.), raw harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01313:5312,,Largest Plantains and cooking bananas harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01342.02:5510,,Largest Quinces production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'02191:5112,,Largest Rabbits and hares stocks,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01550:5510,,Largest Taro production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01620:5312,,Largest Tea leaves harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01620:5510,,Largest Tea leaves production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01372:5412,,"Highest Cashew nuts, in shell yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01706:5412,,"Highest Cow peas, dry yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01314:5412,,Highest Dates yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01374:5412,,"Highest Hazelnuts, in shell yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21117.01:5417,,"Highest Meat of camels, fresh or chilled yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21114:5424,,"Highest Meat of rabbits and hares, fresh or chilled yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01342.02:5412,,Highest Quinces yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'02960.01:5510,,Largest Beeswax production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
