category_id,title,source_organization,source_indicator_code,prior_editorial_status,prior_validation_status,prior_ranking_completeness_status,prior_primary_blocker,prior_blocker_class,v16_2_2_decision,rationale
worldbank-catalog:fs-ast-prvt-gd-zs,Highest domestic credit to private sector,World Bank,FS.AST.PRVT.GD.ZS,pending,verified,non_comprehensive,Semantic audit identified a substantive data repair.,substantive_data_failure,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:fx-own-totl-40-zs,"Highest account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",World Bank,FX.OWN.TOTL.40.ZS,needs_rewrite,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:fx-own-totl-60-zs,"Highest account ownership at a financial institution or with a mobile-money-service provider, richest 60%",World Bank,FX.OWN.TOTL.60.ZS,needs_rewrite,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:fx-own-totl-fe-zs,"Highest account ownership at a financial institution or with a mobile-money-service provider, female",World Bank,FX.OWN.TOTL.FE.ZS,needs_rewrite,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:fx-own-totl-ma-zs,"Highest account ownership at a financial institution or with a mobile-money-service provider, male",World Bank,FX.OWN.TOTL.MA.ZS,needs_rewrite,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:fx-own-totl-ol-zs,"Highest account ownership at a financial institution or with a mobile-money-service provider, older adults",World Bank,FX.OWN.TOTL.OL.ZS,needs_rewrite,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:fx-own-totl-pl-zs,"Highest account ownership at a financial institution or with a mobile-money-service provider, primary education or less",World Bank,FX.OWN.TOTL.PL.ZS,needs_rewrite,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:fx-own-totl-so-zs,"Highest account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",World Bank,FX.OWN.TOTL.SO.ZS,needs_rewrite,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gb-xpd-rsdv-gd-zs,Highest research and development expenditure,World Bank,GB.XPD.RSDV.GD.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,needs_discussion,"v16.2.2 catalog review: worthwhile concept, but source coverage/audit or comparability needs focused follow-up before gameplay."
worldbank-catalog:gc-ast-totl-cn,Highest net acquisition of financial assets,World Bank,GC.AST.TOTL.CN,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-ast-totl-gd-zs,Highest net acquisition of financial assets,World Bank,GC.AST.TOTL.GD.ZS,pending,unable_to_verify,non_comprehensive,Semantic audit identified a substantive data repair.,substantive_data_failure,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-dod-totl-cn,"Highest central government debt, total",World Bank,GC.DOD.TOTL.CN,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-dod-totl-gd-zs,"Highest central government debt, total",World Bank,GC.DOD.TOTL.GD.ZS,pending,unable_to_verify,non_comprehensive,Semantic audit identified a substantive data repair.,substantive_data_failure,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-lbl-totl-cn,"Highest net incurrence of liabilities, total",World Bank,GC.LBL.TOTL.CN,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-lbl-totl-gd-zs,"Highest net incurrence of liabilities, total",World Bank,GC.LBL.TOTL.GD.ZS,pending,unable_to_verify,non_comprehensive,Semantic audit identified a substantive data repair.,substantive_data_failure,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-nfn-totl-cn,Highest net investment in nonfinancial assets,World Bank,GC.NFN.TOTL.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-nfn-totl-gd-zs,Highest net investment in nonfinancial assets,World Bank,GC.NFN.TOTL.GD.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-nld-totl-cn,Highest net lending (+) / net borrowing (-),World Bank,GC.NLD.TOTL.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-nld-totl-gd-zs,Highest net lending (+) / net borrowing (-),World Bank,GC.NLD.TOTL.GD.ZS,pending,verified,non_comprehensive,Semantic audit identified a substantive data repair.,substantive_data_failure,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-rev-gotr-cn,Highest grants and other revenue,World Bank,GC.REV.GOTR.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-rev-gotr-zs,Highest grants and other revenue,World Bank,GC.REV.GOTR.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-rev-socl-cn,Highest social contributions,World Bank,GC.REV.SOCL.CN,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-rev-socl-zs,Highest social contributions,World Bank,GC.REV.SOCL.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-rev-xgrt-cn,"Highest revenue, excluding grants",World Bank,GC.REV.XGRT.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-rev-xgrt-gd-zs,"Highest revenue, excluding grants",World Bank,GC.REV.XGRT.GD.ZS,pending,verified,non_comprehensive,Semantic audit identified a substantive data repair.,substantive_data_failure,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-expt-cn,Largest taxes on exports,World Bank,GC.TAX.EXPT.CN,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-expt-zs,Highest taxes on exports,World Bank,GC.TAX.EXPT.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-gsrv-cn,Highest taxes on goods and services,World Bank,GC.TAX.GSRV.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-gsrv-rv-zs,Highest taxes on goods and services,World Bank,GC.TAX.GSRV.RV.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-gsrv-va-zs,Highest taxes on goods and services,World Bank,GC.TAX.GSRV.VA.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-impt-cn,Highest customs and other import duties,World Bank,GC.TAX.IMPT.CN,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-impt-zs,Highest customs and other import duties,World Bank,GC.TAX.IMPT.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-intt-cn,Highest taxes on international trade,World Bank,GC.TAX.INTT.CN,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-intt-rv-zs,Highest taxes on international trade,World Bank,GC.TAX.INTT.RV.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-othr-cn,Highest other taxes,World Bank,GC.TAX.OTHR.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-othr-rv-zs,Highest other taxes,World Bank,GC.TAX.OTHR.RV.ZS,pending,verified,non_comprehensive,Semantic audit identified a substantive data repair.,substantive_data_failure,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-totl-cn,Highest tax revenue,World Bank,GC.TAX.TOTL.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-totl-gd-zs,Highest tax revenue,World Bank,GC.TAX.TOTL.GD.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,approved,"v16.2.2 catalog review: clear, objective country comparison worth keeping; source/integrity gates remain authoritative."
worldbank-catalog:gc-tax-ypkg-cn,"Highest taxes on income, profits and capital gains",World Bank,GC.TAX.YPKG.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-ypkg-rv-zs,"Highest taxes on income, profits and capital gains",World Bank,GC.TAX.YPKG.RV.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-tax-ypkg-zs,"Highest taxes on income, profits and capital gains",World Bank,GC.TAX.YPKG.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-xpn-comp-cn,Highest compensation of employees,World Bank,GC.XPN.COMP.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-xpn-comp-zs,Highest compensation of employees,World Bank,GC.XPN.COMP.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-xpn-gsrv-cn,Highest goods and services expense,World Bank,GC.XPN.GSRV.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-xpn-gsrv-zs,Highest goods and services expense,World Bank,GC.XPN.GSRV.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-xpn-intp-cn,Highest interest payments,World Bank,GC.XPN.INTP.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-xpn-intp-rv-zs,Highest interest payments,World Bank,GC.XPN.INTP.RV.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-xpn-intp-zs,Highest interest payments,World Bank,GC.XPN.INTP.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-xpn-othr-cn,Highest other expense,World Bank,GC.XPN.OTHR.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-xpn-othr-zs,Highest other expense,World Bank,GC.XPN.OTHR.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-xpn-totl-cn,Highest expense,World Bank,GC.XPN.TOTL.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-xpn-totl-gd-zs,Highest expense,World Bank,GC.XPN.TOTL.GD.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-xpn-trft-cn,Highest subsidies and other transfers,World Bank,GC.XPN.TRFT.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gc-xpn-trft-zs,Highest subsidies and other transfers,World Bank,GC.XPN.TRFT.ZS,pending,verified,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:gf-xpd-budg-zs,Highest primary government expenditures as a proportion of original approved budget,World Bank,GF.XPD.BUDG.ZS,pending,unable_to_verify,non_comprehensive,Semantic audit identified a substantive data repair.,substantive_data_failure,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-be-p1,Highest b-READY: Business Entry Pillar 1: Quality of Regulations for Business Entry,World Bank,IC.BRE.BE.P1,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-be-p2,Highest b-READY: Business Entry Pillar 2: Digital Public Services and Transparency of Information for Business Entry,World Bank,IC.BRE.BE.P2,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-be-p3,Highest b-READY: Business Entry Pillar 3: Operational Efficiency of Business Entry,World Bank,IC.BRE.BE.P3,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-bi-p1,Highest b-READY: Business Insolvency Pillar 1: Quality of Regulations for Judicial Insolvency Proceedings,World Bank,IC.BRE.BI.P1,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-bi-p2,Highest b-READY: Business Insolvency Pillar 2: Quality of Institutional and Operational Infrastructure for Judicial Insolvency Proceedings,World Bank,IC.BRE.BI.P2,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-bi-p3,Highest b-READY: Business Insolvency Pillar 3: Operational Efficiency of Resolving Judicial Insolvency Proceedings,World Bank,IC.BRE.BI.P3,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-bl-p1,Highest b-READY: Business Location Pillar 1: Quality of Regulations for Business Location,World Bank,IC.BRE.BL.P1,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-bl-p2,Highest b-READY: Business Location Pillar 2: Quality of Public Services and Transparency of Information for Business Location,World Bank,IC.BRE.BL.P2,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-bl-p3,Highest b-READY: Business Location Pillar 3: Operational Efficiency of Establishing a Business Location,World Bank,IC.BRE.BL.P3,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-dr-p1,Highest b-READY: Dispute Resolution Pillar 1: Quality of Regulations for Dispute Resolution,World Bank,IC.BRE.DR.P1,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-dr-p2,Highest b-READY: Dispute Resolution Pillar 2: Public Services for Dispute Resolution,World Bank,IC.BRE.DR.P2,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-dr-p3,Highest b-READY: Dispute Resolution Pillar 3: Ease of Resolving a Commercial Dispute,World Bank,IC.BRE.DR.P3,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-fs-p1,Highest b-READY: Financial Services Pillar 1: Quality of Regulations for Financial Services,World Bank,IC.BRE.FS.P1,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-fs-p2,Highest b-READY: Financial Services Pillar 2: Accessibility of Information in Credit Infrastructure,World Bank,IC.BRE.FS.P2,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-fs-p3,Highest b-READY: Financial Services Pillar 3: Operational Efficiency of Receiving Financial Services,World Bank,IC.BRE.FS.P3,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-it-p1,Highest b-READY: International Trade Pillar 1: Quality of Regulations for International Trade,World Bank,IC.BRE.IT.P1,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-it-p2,Highest b-READY: International Trade Pillar 2: Quality of Public Services for the Facilitation of International Trade,World Bank,IC.BRE.IT.P2,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-it-p3,"Highest b-READY: International Trade Pillar 3: Efficiency of Importing Goods, Exporting Goods, and Engaging in Digital Trade",World Bank,IC.BRE.IT.P3,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-lb-p1,Highest b-READY: Labor Pillar 1: Quality of Labor Regulations,World Bank,IC.BRE.LB.P1,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
