source_organization,source_indicator_code,previous_title,previous_decision,content_decision,player_title,plain_language_description,immediate_comprehension_score,gameplay_interest_score,uniqueness_score,reason,player_link_status,player_link_reason
FAOSTAT,QCL:'01443:5510,Largest Rape or colza seed production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01443:5412,Highest Rape or colza seed yield,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'0116:5412,Highest Rye yield,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
UNESCO UIS,GER.1,Highest primary-school enrollment,excluded,excluded,,,,,,Gross enrollment can exceed 100 percent and is less intuitive than completion rates.,not_applicable,Previously excluded from the catalog.
World Bank,SH.H2O.BASW.ZS,Highest basic drinking-water access,approved,approved,Highest basic drinking-water access,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
UN Comtrade,88,Largest aircraft exports,approved,approved,Largest aircraft exports,,94,91,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
UN Comtrade,8703,Largest car exports,approved,approved,Largest car exports,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
World Bank,MS.MIL.XPND.CD,Highest military spending,approved,approved,Highest military spending,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
FAOSTAT,QCL:'01921.02:5510,Largest cotton production,approved,approved,Largest cotton production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01379.90:5312,"Largest Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c. harvested area",excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01460:5312,"Largest Coconuts, in shell harvested area",excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01610:5510,Largest coffee production,approved,approved,Largest coffee production,,94,91,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01321:5412,Highest grapefruits and pomelos yield,approved,approved,Highest grapefruits and pomelos yield,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01317:5510,Largest papaya production,approved,approved,Largest papaya production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01444:5510,Largest sesame seeds production,approved,approved,Largest sesame seeds production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01215:5510,Largest Spinach production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01344.02:5510,Largest cherries production,approved,approved,Largest cherries production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01343:5412,Highest apricot yield,approved,approved,Highest apricot yield,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01344.02:5312,Largest Cherries harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01702:5412,"Highest Broad beans and horse beans, dry yield",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'0116:5312,Largest Rye harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'0116:5510,Largest Rye production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01801:5312,Largest Sugar beet harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01801:5510,Largest sugar beets production,approved,approved,Largest sugar beets production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
UN Comtrade,0901,Largest coffee exports,approved,approved,Largest coffee exports,,94,91,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'2162:5510,Largest Groundnut oil production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'2168:5510,Largest Cottonseed oil production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'24212.02:5510,Largest wine production,approved,approved,Largest wine production,,94,91,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'21122:5510,"Largest Meat of ducks, fresh or chilled production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21122:5321,"Most Meat of ducks, fresh or chilled producing animals",excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'0118:5412,Highest millet yield,approved,approved,Highest millet yield,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01449.90:5312,"Largest Other oil seeds, n.e.c. harvested area",excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02941:5510,"Largest Shorn wool, greasy, including fleece-washed shorn wool production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01444:5412,Highest sesame seeds yield,approved,approved,Highest sesame seeds yield,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01444:5312,Largest Sesame seed harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21122:5424,"Highest Meat of ducks, fresh or chilled yield",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01317:5412,Highest Papayas yield,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01317:5312,Largest Papayas harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01215:5312,Largest Spinach harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01702:5312,"Largest Broad beans and horse beans, dry harvested area",excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01702:5510,"Largest Broad beans and horse beans, dry production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01376:5312,"Largest Walnuts, in shell harvested area",excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
World Bank,EG.ELC.ACCS.ZS,Highest electricity access,approved,approved,Highest electricity access,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
UN Comtrade,1006,Largest rice exports,approved,approved,Largest rice exports,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
World Bank,MS.MIL.XPND.GD.ZS,Highest military spending share,approved,approved,Highest military-spending share of GDP,Military spending as a share of the country’s economy.,86,86,86,Approved after clarity review with a plainer title and explicit description.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
World Bank,EG.USE.ELEC.KH.PC,Highest electricity use per person,approved,approved,Highest electricity use per person,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
World Bank,EG.USE.PCAP.KG.OE,Highest energy use per person,approved,approved,Highest energy use per person,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
FAOSTAT,QCL:'02154:5112,Largest duck population,approved,approved,Largest duck population,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'21631.01:5510,"Largest Sunflower-seed oil, crude production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01329:5312,"Largest Other citrus fruit, n.e.c. harvested area",excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'F1816:5510,Largest Evaporated & Condensed Milk production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01329:5510,"Largest Other citrus fruit, n.e.c. production",excluded,excluded,,,,,,Obscure or technical commodity definition removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22120:5510,"Largest Cream, fresh production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01449.90:5510,"Largest Other oil seeds, n.e.c. production",excluded,excluded,,,,,,Obscure or technical commodity definition removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01270:5510,Largest mushrooms and truffles production,approved,approved,Largest mushrooms and truffles production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'21159.01:5320,"Most Edible offals of horses and other equines, fresh, chilled or frozen producing animals",excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21118.01:5320,"Most Horse meat, fresh or chilled producing animals",excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01449.90:5412,"Highest Other oil seeds, n.e.c. yield",excluded,excluded,,,,,,Obscure or technical commodity definition removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01243:5510,"Largest Broad beans and horse beans, green production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01344.02:5412,Highest Cherries yield,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01243:5312,"Largest Broad beans and horse beans, green harvested area",excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01199.90:5312,Largest Cereals n.e.c. harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21124:5510,"Largest Meat of turkeys, fresh or chilled production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01376:5510,Largest walnuts production,approved,approved,Largest walnuts production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
WHO,MDG_0000000026,Lowest maternal mortality,approved,approved,Lowest maternal mortality,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
WHO,PHE_HHAIR_POP_CLEAN_FUELS,Highest clean-cooking-fuel access,approved,approved,Highest clean-cooking-fuel access,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
UN Comtrade,2204,Largest wine exports,approved,approved,Largest wine exports,,94,91,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'02152:5112,Largest turkey population,approved,approved,Largest turkey population,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01379.90:5412,"Highest Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c. yield",excluded,excluded,,,,,,Obscure or technical commodity definition removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01315:5510,Largest figs production,approved,approved,Largest figs production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01315:5312,Largest Figs harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01199.90:5510,Largest Cereals n.e.c. production,excluded,excluded,,,,,,Obscure or technical commodity definition removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21124:5321,"Most Meat of turkeys, fresh or chilled producing animals",excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
World Bank,ER.H2O.INTR.K3,Most renewable freshwater,approved,approved,Most renewable freshwater resources,"Fresh water naturally replenished by rainfall, rivers, and groundwater each year.",94,86,86,Approved after clarity review with a plainer title and explicit description.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
World Bank,IS.AIR.PSGR,Most airline passengers,approved,approved,Most airline passengers,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
FAOSTAT,QCL:'21521:5510,"Largest Pig fat, rendered production",excluded,excluded,,,,,,Obscure or technical commodity definition removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21641.01:5510,"Largest Rapeseed or canola oil, crude production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02133:5111,Largest Mules and hinnies stocks,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01699:5412,"Highest Other stimulant, spice and aromatic crops, n.e.c. yield",excluded,excluded,,,,,,Obscure or technical commodity definition removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01699:5312,"Largest Other stimulant, spice and aromatic crops, n.e.c. harvested area",excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01699:5510,"Largest Other stimulant, spice and aromatic crops, n.e.c. production",excluded,excluded,,,,,,Obscure or technical commodity definition removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01371:5312,"Largest Almonds, in shell harvested area",excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01371:5510,Largest almonds production,approved,approved,Largest almonds production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'21124:5424,"Highest Meat of turkeys, fresh or chilled yield",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21118.01:5510,"Largest Horse meat, fresh or chilled production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22211:5510,Largest Whole milk powder production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22212:5510,Largest Skim milk and whey powder production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02112:5111,Largest buffalo population,approved,approved,Largest buffalo population,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'21523:5510,Largest Tallow production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22222.01:5510,"Largest Whole milk, condensed production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22221.01:5510,"Largest Whole milk, evaporated production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'2166:5510,Largest Coconut oil production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21691.07:5510,Largest Oil of sesame seed production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01199.90:5412,Highest Cereals n.e.c. yield,excluded,excluded,,,,,,Obscure or technical commodity definition removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01599.10:5412,"Highest Edible roots and tubers with high starch or inulin content, n.e.c., fresh yield",excluded,excluded,,,,,,Obscure or technical commodity definition removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01599.10:5312,"Largest Edible roots and tubers with high starch or inulin content, n.e.c., fresh harvested area",excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'0231:5413,"Highest Hen eggs in shell, fresh yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'0231:5510,"Largest Hen eggs in shell, fresh production",excluded,excluded,,,,,,Curated out: duplicate of the retained hen-eggs production series QCL:'0231:5513.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02953:5417,Highest Raw hides and skins of sheep or lambs yield,excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01801:5412,Highest Sugar beet yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01355.90:5312,Largest Other berries and fruits of the genus vaccinium n.e.c. harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01243:5412,"Highest Broad beans and horse beans, green yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01254:5412,Highest Leeks and other alliaceous vegetables yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01355.90:5412,Highest Other berries and fruits of the genus vaccinium n.e.c. yield,excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02954:5417,Highest Raw hides and skins of goats or kids yield,excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01376:5412,"Highest Walnuts, in shell yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01254:5510,Largest Leeks and other alliaceous vegetables production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01355.90:5510,Largest Other berries and fruits of the genus vaccinium n.e.c. production,excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01353.01:5510,Largest Raspberries production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01441:5412,Highest Linseed yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01353.01:5412,Highest Raspberries yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01191:5412,Highest Triticale yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01540:5412,Highest Yams yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01353.01:5312,Largest Raspberries harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01191:5312,Largest Triticale harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01652:5412,"Highest Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01640:5412,Highest Cocoa beans yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01239.01:5412,Highest Okra yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01640:5312,Largest Cocoa beans harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01640:5510,Largest Cocoa beans production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01254:5312,Largest Leeks and other alliaceous vegetables harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01441:5312,Largest Linseed harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01441:5510,Largest Linseed production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01239.01:5312,Largest Okra harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01239.01:5510,Largest Okra production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01450:5312,Largest Olives harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01344.01:5312,Largest Sour cherries harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01344.01:5510,Largest Sour cherries production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01191:5510,Largest Triticale production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01371:5412,"Highest Almonds, in shell yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01211:5412,Highest Asparagus yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
