tracker_id,scope_type,category_title,domain,experience_bucket,semantic_family,source_candidate,source_indicator,common_year,country_coverage,integrity,user_note,requested_action,research_status,implementation_status,final_disposition,blocker_or_reason,source_url,validation_requirements,generation_priority_candidate
existing:QCL:'0115:5510,existing_playable,Most barley produced,Crops,,,FAOSTAT,QCL:'0115:5510,2024,101,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'F1806:5510,existing_playable,Most beef and buffalo meat produced,Livestock,,,FAOSTAT,QCL:'F1806:5510,2024,182,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'24310.01:5510,existing_playable,Most beer produced,Crops,,,FAOSTAT,QCL:'24310.01:5510,2023,161,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'F1811:5510,existing_playable,Most butter and ghee produced,Dairy,,,FAOSTAT,QCL:'F1811:5510,2023,125,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01212:5510,existing_playable,Most cabbage produced,Vegetables,,,FAOSTAT,QCL:'01212:5510,2024,143,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'2351f:5510,existing_playable,Most cane and beet sugar produced,Crops,,,FAOSTAT,QCL:'2351f:5510,2023,123,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01251:5510,existing_playable,Most carrots and turnips produced,Vegetables,,,FAOSTAT,QCL:'01251:5510,2024,128,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01520.01:5510,existing_playable,Most cassava produced,Crops,,,FAOSTAT,QCL:'01520.01:5510,2024,91,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01213:5510,existing_playable,Most cauliflower and broccoli produced,Agriculture,,,FAOSTAT,QCL:'01213:5510,2024,96,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'F1717:5510,existing_playable,Most cereals produced,Crops,,,FAOSTAT,QCL:'F1717:5510,2024,175,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'F1745:5510,existing_playable,Most cheese produced,Dairy,,,FAOSTAT,QCL:'F1745:5510,2023,107,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01344.02:5510,existing_playable,Most cherries produced,Agriculture,,,FAOSTAT,QCL:'01344.02:5510,2024,66,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'21121:5510,existing_playable,Most chicken meat produced,Livestock,,,FAOSTAT,QCL:'21121:5510,2024,182,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01460:5510,existing_playable,Most coconuts produced,Agriculture,,,FAOSTAT,QCL:'01460:5510,2024,78,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01610:5510,existing_playable,Most coffee produced,Crops,,,FAOSTAT,QCL:'01610:5510,2024,73,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'0112:5510,existing_playable,Most corn produced,Crops,,,FAOSTAT,QCL:'0112:5510,2024,166,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01921.02:5510,existing_playable,Most cotton produced,Crops,,,FAOSTAT,QCL:'01921.02:5510,2023,87,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'02211:5510,existing_playable,Most cow's milk produced,Livestock,,,FAOSTAT,QCL:'02211:5510,2024,176,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EN.GHG.CO2.PC.CE.AR5,existing_playable,Most CO₂ emissions per person,Environment,,,World Bank,EN.GHG.CO2.PC.CE.AR5,2024,186,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EN.GHG.CO2.PC.CE.AR5,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:57:1,existing_playable,Most crude oil produced,Energy,,,U.S. EIA,57:1,2025,186,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.eia.gov/opendata/browser/international,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01232:5510,existing_playable,Most cucumbers and gherkins produced,Vegetables,,,FAOSTAT,QCL:'01232:5510,2024,131,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01701:5510,existing_playable,Most dry beans produced,Crops,,,FAOSTAT,QCL:'01701:5510,2024,104,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01705:5510,existing_playable,Most dry peas produced,Agriculture,,,FAOSTAT,QCL:'01705:5510,2024,96,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01233:5510,existing_playable,Most eggplants produced,Agriculture,,,FAOSTAT,QCL:'01233:5510,2024,97,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'0231:5513,existing_playable,Most eggs produced,Agriculture,,,FAOSTAT,QCL:'0231:5513,2024,176,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01315:5510,existing_playable,Most figs produced,Agriculture,,,FAOSTAT,QCL:'01315:5510,2024,65,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'F1738:5510,existing_playable,Most fruit produced,Fruit,,,FAOSTAT,QCL:'F1738:5510,2024,185,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'02292:5510,existing_playable,Most goat milk produced,Livestock,,,FAOSTAT,QCL:'02292:5510,2024,111,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01321:5510,existing_playable,Most grapefruits and pomelos produced,Fruit,,,FAOSTAT,QCL:'01321:5510,2024,91,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01330:5510,existing_playable,Most grapes produced,Fruit,,,FAOSTAT,QCL:'01330:5510,2024,95,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01231:5510,existing_playable,Most green chilies and peppers produced,Vegetables,,,FAOSTAT,QCL:'01231:5510,2024,124,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01242:5510,existing_playable,Most green peas produced,Agriculture,,,FAOSTAT,QCL:'01242:5510,2024,83,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EN.GHG.ALL.MT.CE.AR5,existing_playable,Most greenhouse gas emissions,Environment,,,World Bank,EN.GHG.ALL.MT.CE.AR5,2024,186,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EN.GHG.ALL.MT.CE.AR5,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'02910:5510,existing_playable,Most honey produced,Agriculture,,,FAOSTAT,QCL:'02910:5510,2024,115,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01322:5510,existing_playable,Most lemons and limes produced,Fruit,,,FAOSTAT,QCL:'01322:5510,2024,121,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01214:5510,existing_playable,Most lettuce and chicory produced,Agriculture,,,FAOSTAT,QCL:'01214:5510,2024,103,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:USGS_COMCAT_MOST_MAJOR_EARTHQUAKES_1970_2026,existing_playable,Most major earthquakes,Natural hazards,,,USGS,USGS_COMCAT_MOST_MAJOR_EARTHQUAKES_1970_2026,2026,74,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://earthquake.usgs.gov/earthquakes/search/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01324:5510,existing_playable,Most mandarins and tangerines produced,Agriculture,,,FAOSTAT,QCL:'01324:5510,2024,90,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01316:5510,existing_playable,"Most mangoes, guavas, and mangosteens produced",Fruit,,,FAOSTAT,QCL:'01316:5510,2024,96,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01229:5510,existing_playable,Most melons produced,Agriculture,,,FAOSTAT,QCL:'01229:5510,2024,103,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'0118:5510,existing_playable,Most millet produced,Agriculture,,,FAOSTAT,QCL:'0118:5510,2024,75,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01270:5510,existing_playable,Most mushrooms and truffles produced,Agriculture,,,FAOSTAT,QCL:'01270:5510,2024,64,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:26:1,existing_playable,Most natural gas produced,Energy,,,U.S. EIA,26:1,2024,187,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.eia.gov/opendata/browser/international,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'0117:5510,existing_playable,Most oats produced,Agriculture,,,FAOSTAT,QCL:'0117:5510,2024,76,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01253.02:5510,existing_playable,Most onions and shallots produced,Vegetables,,,FAOSTAT,QCL:'01253.02:5510,2024,138,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01323:5510,existing_playable,Most oranges produced,Fruit,,,FAOSTAT,QCL:'01323:5510,2024,130,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01317:5510,existing_playable,Most papaya produced,Agriculture,,,FAOSTAT,QCL:'01317:5510,2024,68,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01345:5510,existing_playable,Most peaches and nectarines produced,Agriculture,,,FAOSTAT,QCL:'01345:5510,2024,89,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'0142:5510,existing_playable,Most peanuts produced,Agriculture,,,FAOSTAT,QCL:'0142:5510,2024,107,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01342.01:5510,existing_playable,Most pears produced,Agriculture,,,FAOSTAT,QCL:'01342.01:5510,2024,85,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01318:5510,existing_playable,Most pineapple produced,Fruit,,,FAOSTAT,QCL:'01318:5510,2024,81,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01346:5510,existing_playable,Most plums and sloes produced,Agriculture,,,FAOSTAT,QCL:'01346:5510,2024,88,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'21113.01:5510,existing_playable,Most pork produced,Livestock,,,FAOSTAT,QCL:'21113.01:5510,2024,163,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01510:5510,existing_playable,Most potatoes produced,Crops,,,FAOSTAT,QCL:'01510:5510,2024,151,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'F1726:5510,existing_playable,"Most pulses, total produced",Agriculture,,,FAOSTAT,QCL:'F1726:5510,2024,168,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01235:5510,existing_playable,"Most pumpkins, squash, and gourds produced",Agriculture,,,FAOSTAT,QCL:'01235:5510,2024,122,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:UN_MEMBER_ADMISSION_DATE,existing_playable,Most recently admitted to the UN,History,,,United Nations,UN_MEMBER_ADMISSION_DATE,2026,193,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.un.org/about-us/member-states,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:DATE_OF_INDEPENDENCE_POST_1940,existing_playable,Most recently became independent,History,,,Inter-Parliamentary Union,DATE_OF_INDEPENDENCE_POST_1940,2026,131,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.ipu.org/compare/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:MILESTONE:SP.URB.TOTL.IN.ZS:50,existing_playable,Most recently became majority urban,History,,,World Bank,MILESTONE:SP.URB.TOTL.IN.ZS:50,2026,89,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:MILESTONE:SP.DYN.LE00.IN:70,existing_playable,Most recently reached 70-year life expectancy,History,,,World Bank,MILESTONE:SP.DYN.LE00.IN:70,2026,116,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/SP.DYN.LE00.IN,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:population:coa:refugees,existing_playable,Most refugees hosted,Displacement,,,UNHCR,population:coa:refugees,2025,162,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.unhcr.org/refugee-statistics/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:population:coo:refugees,existing_playable,Most refugees originating,Displacement,,,UNHCR,population:coo:refugees,2025,186,verified,"Make this ""Most refugees by Origin""",retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.unhcr.org/refugee-statistics/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:PEW_RELIGION_2020_RELIGIOUS_DIVERSITY,existing_playable,Most religiously diverse,Religion,,,Pew Research Center,PEW_RELIGION_2020_RELIGIOUS_DIVERSITY,2020,179,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://www.pewresearch.org/religion/feature/religious-composition-by-country-2010-2020/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:ER.H2O.INTR.K3,existing_playable,Most renewable freshwater,Environment,,,World Bank,ER.H2O.INTR.K3,2022,180,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/ER.H2O.INTR.K3,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'0113:5510,existing_playable,Most rice produced,Crops,,,FAOSTAT,QCL:'0113:5510,2024,133,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'F1720:5510,existing_playable,Most roots and tubers produced,Agriculture,,,FAOSTAT,QCL:'F1720:5510,2024,184,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:IP.JRN.ARTC.SC,existing_playable,Most scientific journal articles,Knowledge,,,World Bank,IP.JRN.ARTC.SC,2023,194,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/IP.JRN.ARTC.SC,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01444:5510,existing_playable,Most sesame seeds produced,Agriculture,,,FAOSTAT,QCL:'01444:5510,2024,68,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'F1807:5510,existing_playable,Most sheep and goat meat produced,Livestock,,,FAOSTAT,QCL:'F1807:5510,2024,178,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'0114:5510,existing_playable,Most sorghum produced,Agriculture,,,FAOSTAT,QCL:'0114:5510,2024,115,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'0141:5510,existing_playable,Most soybeans produced,Crops,,,FAOSTAT,QCL:'0141:5510,2024,106,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01354:5510,existing_playable,Most strawberries produced,Agriculture,,,FAOSTAT,QCL:'01354:5510,2024,80,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01801:5510,existing_playable,Most sugar beets produced,Crops,,,FAOSTAT,QCL:'01801:5510,2024,62,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01802:5510,existing_playable,Most sugarcane produced,Crops,,,FAOSTAT,QCL:'01802:5510,2024,92,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01445:5510,existing_playable,Most sunflower seeds produced,Agriculture,,,FAOSTAT,QCL:'01445:5510,2024,79,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01530:5510,existing_playable,Most sweet potatoes produced,Crops,,,FAOSTAT,QCL:'01530:5510,2024,105,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EN.BIR.THRD.NO,existing_playable,Most threatened bird species,Environment,,,World Bank,EN.BIR.THRD.NO,2022,194,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EN.BIR.THRD.NO,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EN.FSH.THRD.NO,existing_playable,Most threatened fish species,Environment,,,World Bank,EN.FSH.THRD.NO,2022,194,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EN.FSH.THRD.NO,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01970:5510,existing_playable,Most tobacco produced,Agriculture,,,FAOSTAT,QCL:'01970:5510,2024,128,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01234:5510,existing_playable,Most tomatoes produced,Vegetables,,,FAOSTAT,QCL:'01234:5510,2024,163,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'F1729:5510,existing_playable,Most tree nuts produced,Agriculture,,,FAOSTAT,QCL:'F1729:5510,2024,123,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'F1735:5510,existing_playable,Most vegetables produced,Vegetables,,,FAOSTAT,QCL:'F1735:5510,2024,185,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:GVP_HOLOCENE_MOST_HOLOCENE_VOLCANOES,existing_playable,Most volcanoes,Geology,,,Smithsonian GVP,GVP_HOLOCENE_MOST_HOLOCENE_VOLCANOES,2026,67,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://volcano.si.edu/volcanolist_holocene.cfm,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01376:5510,existing_playable,Most walnuts produced,Agriculture,,,FAOSTAT,QCL:'01376:5510,2024,61,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'01221:5510,existing_playable,Most watermelons produced,Agriculture,,,FAOSTAT,QCL:'01221:5510,2024,130,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
