source_line,category_title,domain_and_series,source,quality,legacy_rejection_basis_seed,integrity_status,editorial_disposition,legacy_guard_action,reason_class,first_principles_rationale,recommended_next_action,linked_tracker_ids,linked_tracker_dispositions
1895,Highest renewable energy consumption,Energy · EG.FEC.RNEW\.ZS,World Bank,51,generic_v15_rejected_only,,advance_to_validation,clear_generic_legacy_block,broad_intuitive_distinct,"Renewable-energy consumption share is a broad and understandable energy-system measure, distinct from renewable electricity generation/share.","Resolve the exact current series, validate country coverage and denominator, and keep fail-closed until source-family checks pass.",,
1898,Highest primary reading proficiency,Education · READ.PRIMARY,UNESCO UIS,50,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,family_density_near_duplicate,"Plausible in isolation, but too close to a stronger retained stage/subject/infrastructure anchor or part of an over-dense education family; needs family-level curation before any legacy block is cleared.",Keep quarantined; compare against the selected UNESCO anchors and only promote if it adds a clearly different player experience.,family:unesco:highest-reading-proficiency-primary,ready_for_source_family_validation
1902,Highest collective-bargaining coverage,Labor · ILR_CBCT_NOC_RT_A,ILOSTAT,48,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,labor_methodology_or_density,"Potentially useful, but either jargon/denominator-sensitive, source-repair dependent, a subgroup variant, or a lower-priority specialty labor measure; it needs family-level comparison before activation.",Keep fail-closed while curating the ILOSTAT family; promote only if the definition is intuitive and it adds a distinct board experience.,family:ilostat:highest-collective-bargaining,hold_for_individual_editorial_review
1908,Highest doctor density,Healthcare · HWF_0001,WHO,45,generic_v15_rejected_only,,advance_to_validation,clear_generic_legacy_block,broad_health_anchor,"Broad, recognizable public-health or health-system measure that adds a distinct player-facing dimension and is not merely a demographic slice.","Validate the WHO source-family series, denominator, year consistency and coverage; retain fail-closed status until those gates pass.",family:who:highest-doctor-density,ready_for_source_family_validation
1909,Lowest cigarette-smoking rate,Health · Yth_curr_cig_smoking,WHO,45,generic_v15_rejected_only,,advance_to_validation,clear_generic_legacy_block,broad_health_anchor,"Broad, recognizable public-health or health-system measure that adds a distinct player-facing dimension and is not merely a demographic slice.","Validate the WHO source-family series, denominator, year consistency and coverage; retain fail-closed status until those gates pass.",family:who:lowest-cigarette-smoking,ready_for_source_family_validation
1910,Highest pharmacist density,Healthcare · HWF_0014,WHO,45,generic_v15_rejected_only,,hold_for_family_curation,keep_reaudit_block,specialty_health_density,Potentially valid but narrower/specialized than stronger health anchors or closely related to another retained access/care measure.,Keep quarantined pending health-family curation and coverage review.,family:who:highest-pharmacist-density,ready_for_source_family_validation
1911,Highest antenatal-care coverage,Maternal Health · WHS4_154,WHO,45,generic_v15_rejected_only,,hold_for_family_curation,keep_reaudit_block,specialty_health_density,Potentially valid but narrower/specialized than stronger health anchors or closely related to another retained access/care measure.,Keep quarantined pending health-family curation and coverage review.,family:who:highest-antenatal-care,ready_for_source_family_validation
1914,Highest life expectancy,Health · WHOSIS_000001,WHO,42,generic_v15_rejected_only,,advance_to_validation,clear_generic_legacy_block,source_superseded_concept_retained,Life expectancy is a core world-knowledge category; the concept should survive even though the old WHO row was rejected because the current build has a preferred UN WPP source path.,Use UN World Population Prospects 2024 as the preferred source and clear only the historical generic-title veto.,candidate:074,ready_for_validated_import
1917,Highest handwashing access,Infrastructure · WSH_HYGIENE_BASIC,WHO,39,generic_v15_rejected_only,,advance_to_validation,clear_generic_legacy_block,broad_health_anchor,"Broad, recognizable public-health or health-system measure that adds a distinct player-facing dimension and is not merely a demographic slice.","Validate the WHO source-family series, denominator, year consistency and coverage; retain fail-closed status until those gates pass.",family:who:highest-handwashing-access,ready_for_source_family_validation
1918,Highest healthy life expectancy,Health · WHOSIS_000002,WHO,38,generic_v15_rejected_only,,retain_exclusion,confirm_reasoned_exclusion,near_duplicate_less_intuitive,Healthy life expectancy is substantially less intuitive to players and too close to the stronger ordinary life-expectancy category for the core catalog.,Keep excluded; retain ordinary life expectancy as the anchor.,family:who:highest-healthy-life-expectancy,ready_for_source_family_validation
1919,Lowest high-blood-pressure rate,Health · NCD_HYP_PREVALENCE_A,WHO,38,generic_v15_rejected_only,failed,advance_to_validation,clear_generic_legacy_block,broad_health_anchor,"Broad, recognizable public-health or health-system measure that adds a distinct player-facing dimension and is not merely a demographic slice.","Validate the WHO source-family series, denominator, year consistency and coverage; retain fail-closed status until those gates pass.",family:who:lowest-high-blood-pressure-rate,ready_for_source_family_validation
1922,Highest hospital-bed density,Healthcare · GDO_q9x1_3,WHO,33,generic_v15_rejected_only,,advance_to_validation,clear_generic_legacy_block,broad_health_anchor,"Broad, recognizable public-health or health-system measure that adds a distinct player-facing dimension and is not merely a demographic slice.","Validate the WHO source-family series, denominator, year consistency and coverage; retain fail-closed status until those gates pass.",family:who:highest-hospital-bed-density,ready_for_source_family_validation
1924,Lowest suicide rate,Health · MH_12,WHO,25,generic_v15_rejected_only,,advance_to_validation,clear_generic_legacy_block,broad_health_anchor,"Broad, recognizable public-health or health-system measure that adds a distinct player-facing dimension and is not merely a demographic slice.","Validate the WHO source-family series, denominator, year consistency and coverage; retain fail-closed status until those gates pass.",family:who:lowest-suicide-rate,ready_for_source_family_validation
