source_line,category_title,domain_and_series,source,quality,legacy_rejection_basis_seed,integrity_status,editorial_disposition,legacy_guard_action,reason_class,first_principles_rationale,recommended_next_action,linked_tracker_ids,linked_tracker_dispositions
1123,"Largest Other citrus fruit, n.e.c. harvested area",Fruit · QCL:'01329:5312,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1124,Most evaporated & Condensed Milk produced,Dairy · QCL:'F1816:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1125,"Most other citrus fruit, n.e.c. produced",Fruit · QCL:'01329:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1126,"Most cream, fresh produced",Dairy · QCL:'22120:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1127,"Most other oil seeds, n.e.c. produced",Agriculture · QCL:'01449.90:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1128,"Most Edible offals of horses and other equines, fresh, chilled or frozen producing animals",Livestock · QCL:'21159.01:5320,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1129,"Most Horse meat, fresh or chilled producing animals",Livestock · QCL:'21118.01:5320,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1131,"Highest Other oil seeds, n.e.c. yield",Agriculture · QCL:'01449.90:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1132,"Most broad beans and horse beans, green produced",Livestock · QCL:'01243:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1133,Highest Cherries yield,Agriculture · QCL:'01344.02:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1134,"Largest Broad beans and horse beans, green harvested area",Livestock · QCL:'01243:5312,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1135,Largest Cereals n.e.c. harvested area,Crops · QCL:'01199.90:5312,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1136,"Most meat of turkeys, fresh or chilled produced",Livestock · QCL:'21124:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1138,Most other berries and fruits of the genus vaccinium n.e.c. produced,Fruit · QCL:'01355.90:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1139,"Highest Broad beans and horse beans, green yield",Livestock · QCL:'01243:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1140,Highest Other berries and fruits of the genus vaccinium n.e.c. yield,Fruit · QCL:'01355.90:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1141,"Highest Walnuts, in shell yield",Agriculture · QCL:'01376:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1142,Most leeks and other alliaceous vegetables produced,Vegetables · QCL:'01254:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1143,Highest Leeks and other alliaceous vegetables yield,Vegetables · QCL:'01254:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1144,Most raspberries produced,Agriculture · QCL:'01353.01:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1154,Highest fixed telephone subscriptions per 100 people,Technology · IT.MLT.MAIN.P2,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,low_marginal_value_near_duplicate,Fixed-line subscriptions per 100 adds limited current-world value and sits next to an already retained fixed-telephone category; it is not a priority use of catalog space.,Keep excluded unless future historical/technology curation creates a specific need.,,
1155,Largest agricultural land area,Agriculture · AG.LND.AGRI.K2,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_or_landuse_curation_v16_2_6_final_curation,"Potentially understandable after careful naming, but it sits in an already dense macro/land-use family and is not strong enough to clear the legacy block without comparing nearby alternatives. Final v16.2.6 curation decision: this concept is not selected for the playable core, so there is no reason to leave its legacy state unresolved.","Keep excluded for v16.2.6. A future release may explicitly reopen it, but the historical rejection is now backed by this current editorial curation decision.",,
1157,Most separate land areas,Geography · most-separate-land-areas,Natural Earth,82,generic_v15_rejected_only,,retain_exclusion,confirm_reasoned_exclusion,arbitrary_threshold_niche,Counting separate land areas—especially “large” areas—depends on arbitrary geometry/threshold choices and is less intuitive than stronger map-based geography concepts.,Keep excluded from the core catalog.,,
1163,Highest primary-school enrollment,Education · GER.1,UNESCO UIS,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,family_density_near_duplicate_v16_2_6_final_curation,"Plausible in isolation, but too close to a stronger retained stage/subject/infrastructure anchor or part of an over-dense education family; needs family-level curation before any legacy block is cleared. Final v16.2.6 curation decision: this concept is not selected for the playable core, so there is no reason to leave its legacy state unresolved.","Keep excluded for v16.2.6. A future release may explicitly reopen it, but the historical rejection is now backed by this current editorial curation decision.",family:unesco:highest-primary-enrollment,ready_for_source_family_validation
1166,Highest carbon dioxide (CO2) net fluxes from LULUCF - Forest Land,Environment · EN.GHG.CO2.LU.FL.MT.CE.AR5,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
1168,Most cereal produced,Agriculture · AG.PRD.CREL.MT,World Bank,82,generic_v15_rejected_only,verified,clear_legacy_block_current_path_governs,clear_generic_legacy_block,superseded_source_existing_primary_path,"The old World Bank cereal-production path should stay retired, but that is not a concept-level veto: a clearer FAOSTAT cereal-production category is already retained under the shared gates.",Clear the stale legacy-title/semantic blocker so the existing FAOSTAT category is governed by current shared quality and duplication gates; do not revive the World Bank route.,,
1169,Highest cereal yield,Agriculture · AG.YLD.CREL.KG,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,superseded_primary_source,Cereal production/yield is better sourced directly from FAOSTAT and would add another agriculture variant in an already saturated domain.,Keep this World Bank route excluded; only reconsider the concept through curated primary-source agriculture coverage if it is distinct enough.,,
1170,Highest total greenhouse gas emissions including LULUCF,Environment · EN.GHG.ALL.LU.MT.CE.AR5,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
1173,Highest final consumption expenditure,Economy · NE.CON.TOTL.CN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1174,Highest general government final consumption expenditure,Economy · NE.CON.GOVT.CN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1177,Highest investment share,Economy · NE.GDI.TOTL.ZS,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_or_landuse_curation_v16_2_6_final_curation,"Potentially understandable after careful naming, but it sits in an already dense macro/land-use family and is not strong enough to clear the legacy block without comparing nearby alternatives. Final v16.2.6 curation decision: this concept is not selected for the playable core, so there is no reason to leave its legacy state unresolved.","Keep excluded for v16.2.6. A future release may explicitly reopen it, but the historical rejection is now backed by this current editorial curation decision.",,
1178,Highest gross capital formation,Economy · NE.GDI.TOTL.CD,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,existing:NE.GDI.TOTL.CN,blocked_re_source
1179,Highest gross national expenditure,Economy · NE.DAB.TOTL.CN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1180,Highest households and NPISHs Final consumption expenditure,Economy · NE.CON.PRVT.CN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1181,Highest households and NPISHs final consumption expenditure: linked series,Economy · NE.CON.PRVT.CN.AD,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1182,Highest final consumption expenditure,Economy · NE.CON.TOTL.KN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1184,Highest general government final consumption expenditure,Economy · NE.CON.GOVT.KN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1185,Highest households and NPISHs Final consumption expenditure,Economy · NE.CON.PRVT.KN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1187,Highest households and NPISHs Final consumption expenditure,Economy · NE.CON.PRVT.KD,World Bank,82,generic_v15_rejected_only,failed,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1188,Highest households and NPISHs Final consumption expenditure per capita,Economy · NE.CON.PRVT.PC.KD,World Bank,82,generic_v15_rejected_only,failed,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1189,Highest general government final consumption expenditure,Economy · NE.CON.GOVT.KD,World Bank,82,generic_v15_rejected_only,failed,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1190,Highest gross national expenditure deflator,Economy · NE.DAB.DEFL.ZS,World Bank,82,generic_v15_rejected_only,failed,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1193,"Highest households and NPISHs Final consumption expenditure per capita, PPP",Development · NE.CON.PCAP.PP.CD,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1194,"Highest households and NPISHs Final consumption expenditure, PPP",Economy · NE.CON.PRVT.PP.CD,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1196,Highest gross savings rate,Economy · NY.GNS.ICTR.ZS,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_or_landuse_curation_v16_2_6_final_curation,"Potentially understandable after careful naming, but it sits in an already dense macro/land-use family and is not strong enough to clear the legacy block without comparing nearby alternatives. Final v16.2.6 curation decision: this concept is not selected for the playable core, so there is no reason to leave its legacy state unresolved.","Keep excluded for v16.2.6. A future release may explicitly reopen it, but the historical rejection is now backed by this current editorial curation decision.",,
1198,"Highest Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c. yield",Agriculture · QCL:'01379.90:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1200,Largest Figs harvested area,Agriculture · QCL:'01315:5312,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1201,Most cereals n.e.c. produced,Crops · QCL:'01199.90:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1202,"Most Meat of turkeys, fresh or chilled producing animals",Livestock · QCL:'21124:5321,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1203,Highest Yams yield,Agriculture · QCL:'01540:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1204,Highest Linseed yield,Agriculture · QCL:'01441:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1205,Largest Raspberries harvested area,Agriculture · QCL:'01353.01:5312,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1206,Highest Raspberries yield,Agriculture · QCL:'01353.01:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1207,Largest Triticale harvested area,Agriculture · QCL:'01191:5312,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1208,Highest Triticale yield,Agriculture · QCL:'01191:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
1209,Highest carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires,Environment · EN.GHG.CO2.LU.MT.CE.AR5,World Bank,81,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
1212,Highest gross fixed capital formation,Economy · NE.GDI.FTOT.ZS,World Bank,81,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
